"","sa1reg","2021","2022","2023","2024","2025","2026","2027","2028","2029","2030"
"6787","20903121535",24,4,9,0,6,10,6,0,10,0
"6788","20903121536",7,6,5,10,7,3,7,0,0,8
"6789","20904121601",81,4,0,0,0,4,5,5,0,0
"6790","20904121603",16,3,6,6,3,4,0,8,0,0
"6791","20904121604",6,4,4,3,3,4,0,0,0,0
"6792","20904121605",39,11,13,9,8,6,0,4,8,0
"6793","20904121606",5,5,4,10,10,9,4,11,0,0
"6794","20904121607",21,3,3,0,7,5,13,3,5,6
"6795","20904121608",23,3,5,8,8,4,4,7,7,3
"6796","20904121609",27,3,9,8,0,7,3,6,3,6
"6797","20904121610",0,0,0,0,0,0,0,0,0,0
"6798","20904121611",11,14,6,10,5,8,11,7,6,4
"6799","20904121612",20,6,5,3,5,7,5,3,4,4
"6800","20904121613",3,0,0,0,3,0,0,0,0,0
"6801","20904121614",0,0,0,0,0,0,0,0,0,0
"6802","20904121615",0,0,0,0,0,0,0,0,0,0
"6803","20904121616",114,31,35,20,35,28,29,31,37,31
"6804","20904121701",0,3,0,0,3,0,4,0,0,0
"6805","20904121702",11,4,4,4,3,5,0,6,0,0
"6806","20904121703",9,0,0,0,3,3,4,3,4,5
"6807","20904121704",5,0,0,3,0,0,3,4,0,6
"6808","20904121705",4,5,3,0,0,0,5,6,5,8
"6809","20904121706",23,4,6,4,3,0,3,0,3,4
"6810","20904121707",7,4,3,4,0,4,0,3,4,3
"6811","20904121708",9,3,0,0,0,3,0,0,0,3
"6812","20904121709",17,0,0,9,3,3,0,3,5,0
"6813","20904121710",0,0,3,5,4,0,4,3,3,0
"6814","20904121711",6,3,4,0,0,3,8,5,10,4
"6815","20904121712",0,0,0,0,0,0,0,0,0,0
"6816","20904121713",5,3,3,0,6,0,3,4,0,0
"6817","20904121714",5,0,0,0,4,0,6,4,3,0
"6818","20904121715",3,0,0,0,0,4,0,0,3,4
"6819","20904121716",7,0,0,4,0,0,4,3,0,0
"6820","20904121717",6,4,0,4,0,0,0,0,4,0
"6821","20904121718",5,0,3,0,8,3,0,3,0,0
"6822","20904122001",7,6,0,0,0,3,3,3,3,0
"6823","20904122002",0,0,0,0,0,0,0,0,0,0
"6824","20904122003",16,0,6,6,0,8,0,9,7,3
"6825","20904122004",10,6,9,5,3,7,6,6,7,4
"6826","20904122005",21,5,0,9,3,6,3,0,9,5
"6827","20904122006",12,3,3,6,4,5,5,7,7,0
"6828","20904122007",23,3,5,0,8,6,3,7,4,0
"6829","20904122008",20,9,0,0,0,0,0,9,3,5
"6830","20904122009",22,10,10,13,4,9,4,3,3,9
"6831","20904122010",7,4,3,4,6,8,0,5,0,4
"6832","20904122011",3,0,5,5,0,0,0,6,0,3
"6833","20904122012",3,4,0,3,3,6,4,10,7,6
"6834","20904122013",23,7,3,0,3,12,4,3,4,6
"6835","20904122014",20,4,0,9,0,4,0,5,0,0
"6836","20904122015",12,0,13,3,0,0,4,5,4,4
"6837","20904122016",23,8,3,3,5,12,4,6,0,3
"6838","20904122017",6,0,0,0,0,0,6,0,4,4
"6839","20904122018",16,10,14,0,4,3,4,3,4,0
"6840","20904122019",3,3,5,0,5,0,3,4,5,0
"6841","20904122020",3,0,0,0,3,5,4,0,5,0
"6842","20904122021",23,4,3,0,0,3,7,3,6,4
"6843","20904122022",14,7,6,7,7,9,3,3,7,14
"6844","20904122023",3,0,4,0,6,7,9,3,4,0
"6845","20904122024",18,3,6,0,3,0,5,0,3,4
"6846","20904122025",7,0,0,0,0,0,0,0,7,5
"6847","20904122026",15,8,6,4,0,0,0,3,3,3
"6848","20904122027",4,3,0,0,9,0,6,3,3,3
"6849","20904122028",41,5,7,10,3,5,3,4,6,10
"6850","20904122029",17,8,13,0,10,6,0,4,6,11
"6851","20904122030",9,10,4,6,4,8,0,3,6,0
"6852","20904122031",0,3,0,0,3,6,3,0,4,3
"6853","20904122032",0,4,0,3,9,9,6,6,6,3
"6854","20904122033",28,14,7,10,5,8,7,6,7,5
"6855","20904122034",8,0,3,4,5,6,0,3,3,0
"6856","20904122035",17,0,8,5,8,3,0,4,4,4
"6857","20904122036",6,0,0,0,0,3,3,0,0,4
"6858","20904122037",22,7,10,3,7,0,7,4,7,6
"6859","20904122038",11,14,5,0,0,3,0,4,5,3
"6860","20904122039",13,4,0,0,3,0,7,0,4,3
"6861","20904122040",0,0,0,0,0,5,0,0,3,0
"6862","20904122041",4,5,0,3,0,7,0,0,4,0
"6863","20904122042",13,0,0,0,7,5,4,3,0,3
"6864","20904122043",0,0,6,7,4,11,9,5,5,8
"6865","20904122044",9,0,0,0,0,3,3,3,4,4
"6866","20904122045",19,0,4,3,3,9,7,4,7,3
"6867","20904122046",14,4,0,0,5,11,5,5,4,3
"6868","20904122101",7,3,0,5,14,0,5,4,7,6
"6869","20904122102",13,10,4,3,3,3,5,8,3,0
"6870","20904122103",8,3,0,0,4,5,0,0,8,0
"6871","20904122104",24,3,7,4,11,4,3,0,7,4
"6872","20904122105",25,4,8,4,0,3,4,0,4,3
"6873","20904122106",4,3,8,0,9,0,9,3,5,4
"6874","20904122107",22,0,6,3,11,0,4,7,5,4
"6875","20904122108",17,3,3,5,5,10,5,8,10,3
"6876","20904122109",24,3,4,0,0,0,3,6,4,0
"6877","20904122110",16,3,0,11,5,3,7,4,9,8
"6878","20904122111",23,7,4,3,4,11,3,5,3,7
"6879","20904122112",0,9,4,6,3,0,4,4,3,3
"6880","20904122113",11,10,0,7,9,10,5,9,0,11
"6881","20904122114",11,0,0,0,3,6,4,3,5,0
"6882","20904122115",9,3,0,0,3,3,3,7,4,4
"6883","20904122116",7,4,6,4,0,3,3,3,3,3
"6884","20904122117",5,6,0,0,3,0,4,3,0,8
"6885","20904122118",3,3,0,8,3,3,3,0,6,5
"6886","20904122119",11,5,0,0,0,5,0,0,7,3
"6887","20904122120",13,8,0,4,10,0,10,9,3,5
"6888","20904122121",4,0,0,0,0,3,3,4,3,7
"6889","20904122122",0,4,0,0,4,5,3,3,0,0
"6890","20904122123",11,0,6,0,3,4,0,6,7,4
"6891","20904122124",14,5,5,0,5,0,6,6,6,8
"6892","20904122125",7,4,0,0,6,5,9,9,10,8
"6893","20904122126",3,0,0,0,4,6,7,3,5,0
"6894","20904122127",9,0,0,0,0,0,0,3,0,3
"6895","20904122128",0,0,0,0,0,0,0,0,3,0
"6896","20904122129",13,0,0,5,0,3,0,0,3,5
"6897","20904122301",6,6,0,5,5,9,0,4,5,4
"6898","20904122302",7,11,4,0,9,3,8,7,3,10
"6899","20904122303",5,9,4,8,3,7,7,0,3,3
"6900","20904122304",15,0,3,0,0,3,0,0,0,4
"6901","20904122305",19,0,0,3,9,3,10,3,6,8
"6902","20904122306",4,0,0,0,3,0,5,5,0,0
"6903","20904122307",14,3,0,0,8,0,0,3,7,3
"6904","20904122308",6,0,4,0,0,6,8,4,3,8
"6905","20904122309",5,0,0,9,3,4,8,0,14,3
"6906","20904122310",15,0,0,0,3,11,0,3,0,7
"6907","20904122311",5,0,0,0,3,5,3,3,0,6
"6908","20904122312",12,4,4,6,6,5,11,0,13,10
"6909","20904122313",10,3,3,3,0,3,7,3,8,3
"6910","20904122314",15,0,0,0,0,4,3,6,4,0
"6911","20904122315",3,0,6,0,3,7,0,3,0,4
"6912","20904122316",0,0,0,0,6,0,0,0,0,0
"6913","20904122317",0,0,0,0,3,3,0,5,0,4
"6914","20904122318",8,3,3,0,7,6,4,3,6,3
"6915","20904122319",14,0,8,4,7,0,10,5,0,10
"6916","20904122320",23,6,0,3,5,7,9,6,3,0
"6917","20904122321",19,10,3,0,4,0,7,0,0,6
"6918","20904122322",13,8,0,0,0,7,0,0,4,0
"6919","20904122323",14,0,3,0,7,9,9,5,6,3
"6920","20904122324",0,0,0,0,0,0,0,0,0,0
"6921","20904122325",0,0,0,0,0,0,0,0,0,0
"6922","20904122326",19,4,0,0,5,4,9,4,8,10
"6923","20904122327",11,0,0,0,4,4,7,4,4,0
"6924","20904122328",12,6,0,0,7,5,0,5,3,8
"6925","20904122329",6,3,0,4,3,0,0,0,0,0
"6926","20904122330",3,3,0,0,0,9,5,3,4,0
"6927","20904122331",17,0,0,4,0,0,0,3,5,6
"6928","20904122332",4,0,3,0,9,4,0,0,0,0
"6929","20904122333",19,3,6,3,0,0,3,0,10,5
"6930","20904122334",9,0,6,0,6,0,4,3,8,8
"6931","20904122335",0,0,0,0,0,0,0,0,0,0
"6932","20904122336",21,0,3,14,6,13,7,6,3,0
"6933","20904122337",13,0,0,0,3,6,6,5,3,0
"6934","20904122338",5,11,6,5,0,0,4,3,3,0
"6935","20904122339",0,3,0,4,5,0,0,7,0,3
"6936","20904122340",15,0,0,3,4,8,0,6,3,0
"6937","20904122341",9,3,3,0,3,0,3,4,7,0
"6938","20904122342",13,5,3,0,12,0,9,8,6,3
"6939","20904122343",5,4,5,7,0,8,0,4,3,5
"6940","20904122344",0,0,0,0,0,0,0,0,0,0
"6941","20904122345",8,0,5,0,6,5,0,4,4,3
"6942","20904122346",13,0,0,3,5,5,6,7,5,5
"6943","20904122347",14,0,3,3,9,5,3,6,5,4
"6944","20904122348",13,5,0,4,4,0,8,0,7,0
"6945","20904122349",15,6,0,8,4,6,4,0,6,5
"6946","20904122350",0,0,0,0,0,0,0,0,0,0
"6947","20904122351",4,0,6,6,6,6,0,0,3,4
"6948","20904122352",7,0,6,0,4,0,3,0,6,3
"6949","20904122353",7,0,6,0,6,5,7,3,7,0
"6950","20904122354",7,4,13,4,4,6,3,3,3,0
"6951","20904122402",4,3,7,7,0,7,8,0,7,6
"6952","20904122403",16,7,10,8,8,6,0,6,12,13
"6953","20904122404",18,8,11,12,11,8,14,13,13,12
"6954","20904122405",10,0,8,8,6,5,3,7,8,5
"6955","20904122407",4,6,6,13,9,17,8,9,4,0
"6956","20904122408",9,3,9,3,6,7,10,4,3,6
"6957","20904122409",6,6,6,3,12,0,15,8,3,5
"6958","20904122411",0,3,0,0,0,4,8,4,5,7
"6959","20904122413",3,9,0,0,5,4,4,9,9,12
"6960","20904122414",12,12,10,7,9,8,5,12,8,12
"6961","20904122415",5,0,0,0,8,6,4,8,5,4
"6962","20904122416",8,0,0,3,3,6,6,3,4,0
"6963","20904122417",20,14,3,6,3,5,9,5,6,12
"6964","20904122418",12,6,3,8,3,8,6,3,5,3
"6965","20904122419",3,0,4,5,0,0,3,0,5,9
"6966","20904122420",7,4,0,4,3,8,4,4,0,0
"6967","20904122421",10,7,10,9,6,5,0,8,11,8
"6968","20904122422",19,14,10,5,12,8,16,4,12,17
"6969","20904122423",0,0,0,0,0,4,0,0,3,7
"6970","20904122424",3,0,0,0,4,0,0,3,5,4
"6971","20904122426",21,9,7,3,7,3,10,12,11,14
"6972","20904122430",3,0,7,3,10,9,6,12,5,7
"6973","20904122432",8,0,0,0,3,7,9,4,13,8
"6974","20904122433",21,4,6,5,12,8,11,10,16,5
"6975","20904122434",15,4,8,8,7,3,4,5,4,5
"6976","20904122435",6,0,0,3,3,0,0,6,4,10
"6977","20904122436",7,3,3,3,3,6,3,9,7,9
"6978","20904122437",4,0,0,0,4,0,0,7,3,4
"6979","20904122438",0,13,0,3,3,4,4,5,10,0
"6980","20904122439",6,0,0,3,5,8,11,4,3,3
"6981","20904122440",10,13,6,12,7,12,10,14,10,15
"6982","20904122441",16,0,10,0,7,0,10,9,0,6
"6983","20904122442",4,0,14,0,4,7,6,4,13,13
"6984","20904122443",6,5,17,3,6,3,9,7,8,9
"6985","20904122444",8,0,6,3,3,3,0,6,5,9
"6986","20904122445",9,0,0,0,6,4,0,8,4,6
"6987","20904122446",8,4,6,9,9,4,6,3,6,12
"6988","20904122447",8,0,14,0,8,8,5,8,16,15
"6989","20904122448",4,0,4,4,0,0,0,12,11,3
"6990","20904122449",11,0,0,6,0,4,5,10,5,3
"6991","20904122450",0,0,0,0,0,0,0,0,0,0
"6992","20904122451",4,0,9,5,4,10,7,8,9,7
"6993","20904122452",0,5,0,0,0,0,0,7,5,0
"6994","20904122453",4,0,10,3,8,15,10,14,5,7
"6995","20904122454",18,7,11,0,7,3,7,3,8,8
"6996","20904122455",4,4,0,0,4,4,3,4,7,6
"6997","20904122456",0,0,0,0,0,0,0,0,4,0
"6998","20904122457",8,4,0,0,8,7,6,3,6,0
"6999","20904122458",27,9,9,5,0,4,8,9,5,5
"7000","20904122459",6,4,19,13,17,14,11,6,4,11
"7001","20904122460",9,0,3,3,9,4,6,14,12,6
"7002","20904122461",3,4,7,0,0,5,6,0,5,0
"7003","20904122462",15,7,10,4,9,10,10,7,14,10
"7004","20904122501",10,4,3,3,5,8,4,8,7,14
"7005","20904122503",10,0,3,0,3,8,4,3,5,3
"7006","20904122504",8,5,0,0,8,5,11,8,9,3
"7007","20904122505",20,0,3,3,13,6,4,9,6,0
"7008","20904122506",18,10,9,16,7,7,12,14,17,21
"7009","20904122507",0,4,8,0,7,0,8,5,0,0
"7010","20904122508",0,3,3,0,6,0,4,3,5,4
"7011","20904122509",13,0,13,19,4,9,11,8,10,3
"7012","20904122510",6,4,17,3,11,5,9,9,8,8
"7013","20904122512",9,0,0,5,10,0,3,0,3,9
"7014","20904122513",0,0,0,0,0,0,0,0,0,0
"7015","20904122514",12,10,3,5,9,6,9,9,8,9
"7016","20904122515",0,0,0,0,0,0,0,0,0,0
"7017","20904122516",28,0,12,8,11,10,6,7,4,4
"7018","20904122517",7,0,0,3,3,0,0,3,3,0
"7019","20904122518",0,4,0,7,0,0,0,0,3,3
"7020","20904122519",9,9,18,4,7,0,4,7,0,7
"7021","20904122520",8,5,3,0,0,7,5,6,3,4
"7022","20904122521",7,10,0,4,13,10,16,12,8,15
"7023","20904122522",0,4,0,0,0,0,3,0,0,0
"7024","20904122523",10,0,8,0,3,4,6,4,7,4
"7025","20904122524",7,0,8,0,3,3,0,11,5,3
"7026","20904122525",3,0,0,0,3,0,3,0,5,5
"7027","20904122526",16,0,5,0,4,10,5,9,13,17
"7028","20904122527",7,3,4,7,6,5,8,6,10,6
"7029","20904122528",18,8,16,12,4,11,7,3,7,10
"7030","20904122529",3,0,0,0,9,3,5,10,11,0
"7031","20904122530",0,0,0,0,0,0,0,7,0,0
"7032","20904143101",9,6,3,0,12,13,5,14,5,14
"7033","20904143102",0,0,0,0,0,0,0,0,0,0
"7034","20904143103",30,11,12,0,5,13,0,7,0,7
"7035","20904143104",23,0,4,0,12,7,4,12,7,0
"7036","20904143105",4,0,7,3,0,6,7,3,0,3
"7037","20904143106",9,0,5,0,0,3,4,4,3,0
"7038","20904143107",0,0,0,0,0,0,0,0,0,0
"7039","20904143108",40,8,9,8,7,3,4,7,6,4
"7040","20904143109",13,0,3,4,3,5,4,0,3,4
"7041","20904143110",18,3,8,0,7,8,8,6,3,9
"7042","20904143111",17,4,0,0,3,5,11,8,0,0
"7043","20904143112",8,4,4,0,4,3,4,5,6,6
"7044","20904143113",6,0,0,0,7,3,8,3,0,6
"7045","20904143114",32,9,17,11,13,15,16,21,17,23
"7046","20904143115",18,6,15,0,6,6,12,10,8,15
"7047","20904143116",6,0,0,4,4,4,8,4,5,3
"7048","20904143117",17,0,7,3,4,3,4,7,0,3
"7049","20904143118",15,0,4,0,4,0,9,10,3,3
"7050","20904143119",13,0,0,4,5,0,0,3,5,0
"7051","20904143120",4,3,3,0,0,0,6,0,0,6
"7052","20904143121",15,13,5,0,8,3,10,8,0,8
"7053","20904143122",12,5,7,0,6,0,4,4,6,7
"7054","20904143123",3,4,0,9,8,6,6,3,10,9
"7055","20904143124",18,5,3,7,3,8,4,6,9,4
"7056","20904143125",9,0,10,3,10,3,4,4,3,9
"7057","20904143126",0,5,0,4,0,6,3,8,9,0
"7058","20904143127",4,0,4,0,9,6,11,7,9,3
"7059","20904143128",6,4,6,3,6,5,5,3,7,5
"7060","20904143129",3,3,12,8,6,0,11,5,10,3
"7061","20904143130",0,0,0,0,0,7,5,0,0,0
"7062","20904143131",9,0,4,0,4,5,6,0,7,5
"7063","20904143132",0,0,0,3,0,3,0,9,3,5
"7064","20904143133",9,5,0,0,5,4,5,3,8,6
"7065","20904143201",13,0,0,5,9,6,5,3,4,6
"7066","20904143202",7,0,0,4,0,0,0,3,3,0
"7067","20904143203",0,4,0,0,6,5,3,3,0,0
"7068","20904143204",5,0,0,0,3,0,3,0,5,0
"7069","20904143205",20,0,9,0,3,0,3,0,0,3
"7070","20904143206",6,0,6,3,0,4,6,4,0,0
"7071","20904143207",16,6,7,0,5,3,6,3,3,7
"7072","20904143208",15,6,0,3,7,3,3,9,4,13
"7073","20904143209",11,7,0,6,6,4,9,3,8,0
"7074","20904143210",18,9,0,5,6,4,6,0,0,3
"7075","20904143211",0,0,0,0,0,0,0,0,0,0
"7076","20904143212",14,9,4,0,0,0,9,4,4,6
"7077","20904143213",11,4,0,4,0,4,3,7,6,5
"7078","20904143214",11,0,3,4,9,7,4,6,7,8
"7079","20904143215",0,0,0,0,0,0,0,0,0,0
"7080","20904143216",9,4,4,3,3,4,6,6,5,3
"7081","20904143217",0,0,0,0,0,0,0,0,0,0
"7082","20904143218",13,3,3,0,9,9,0,5,6,3
"7083","20904143219",12,3,3,0,0,4,8,9,5,0
"7084","20904143220",10,4,6,0,0,0,3,9,5,3
"7085","20904143221",8,0,3,0,0,0,5,5,6,0
"7086","20904143222",11,0,4,4,4,3,0,5,0,9
"7087","20904143223",4,0,0,0,0,6,0,3,0,0
"7088","20904143224",0,0,0,0,0,0,0,0,0,0
"7089","20904143225",7,0,4,6,4,6,3,0,0,4
"7090","20904143226",4,3,0,7,5,0,0,0,6,4
"7091","20904143301",20,3,5,3,7,13,5,19,8,17
"7092","20904143302",10,0,0,4,8,6,3,4,3,3
"7093","20904143303",28,0,7,6,9,7,6,5,9,9
"7094","20904143304",14,3,6,4,10,3,15,6,14,20
"7095","20904143305",34,4,9,5,7,4,15,13,13,21
"7096","20904143306",17,5,7,7,9,11,10,0,9,11
"7097","20904143307",19,4,9,4,11,14,12,19,18,21
"7098","20904143308",12,4,6,8,4,17,8,12,10,11
"7099","20904143309",9,9,3,7,7,5,10,9,9,4
"7100","20904143310",8,6,3,7,7,12,10,9,14,14
"7101","20904143311",0,0,0,0,0,0,0,0,0,0
"7102","20904143312",14,0,0,5,9,4,6,7,12,9
"7103","20904143313",9,3,5,0,8,0,3,6,7,0
"7104","20904143314",0,0,3,0,4,3,5,9,4,12
"7105","20904143315",37,11,13,10,22,19,21,13,18,21
"7106","20904143316",16,7,4,0,8,4,6,10,6,13
"7107","20904143317",4,0,0,4,0,9,3,8,5,6
"7108","20904143318",0,4,7,0,0,9,3,5,8,8
"7109","20904143319",43,23,6,9,18,23,20,32,19,39
"7110","20904143320",10,6,0,0,3,4,10,3,6,9
"7111","20904143321",22,7,0,0,10,10,12,12,11,14
"7112","20904143322",17,13,18,7,10,16,9,12,9,9
"7113","20904143501",14,6,13,8,5,9,12,13,8,13
"7114","20904143502",17,7,4,0,7,8,6,11,13,6
"7115","20904143503",19,6,6,4,9,9,14,9,10,11
"7116","20904143504",16,9,5,3,8,9,3,5,8,8
"7117","20904143505",22,3,7,9,9,12,8,4,3,10
"7118","20904143506",19,5,4,8,5,3,4,3,8,3
"7119","20904143507",31,15,17,4,18,19,17,27,6,14
"7120","20904143508",25,5,4,0,13,13,10,13,11,9
"7121","20904143509",22,11,3,12,9,10,14,12,0,11
"7122","20904143510",20,8,10,9,9,7,12,12,14,7
"7123","20904143511",33,3,14,7,14,10,13,13,9,13
"7124","20904143512",16,4,3,3,6,6,7,3,4,8
"7125","20904143513",51,11,11,11,16,13,14,9,11,4
"7126","20904143514",23,3,11,8,0,10,10,12,12,12
"7127","20904143515",13,3,11,3,16,13,12,12,4,14
"7128","20904143516",17,4,9,3,12,3,11,23,9,14
"7129","20904143517",8,0,3,5,6,7,4,9,11,10
"7130","20904143518",13,5,3,5,4,4,18,5,8,4
"7131","20904143519",30,4,3,9,10,5,15,14,12,17
"7132","20904143520",3,0,3,0,5,11,8,3,6,4
"7133","20904143521",23,9,13,13,17,19,11,16,12,12
"7134","20904143522",18,4,7,0,3,3,6,10,6,4
"7135","20904143523",15,19,6,6,5,8,9,4,12,11
"7136","20904143524",19,7,3,0,5,9,6,10,14,12
"7137","20904143525",0,0,0,0,0,0,0,0,0,0
"7138","20904143601",9,8,11,7,9,7,8,5,4,4
"7139","20904143602",11,8,8,9,15,4,6,16,6,4
"7140","20904143603",7,7,7,7,10,0,5,5,4,3
"7141","20904143604",14,4,4,5,0,0,3,0,0,0
"7142","20904143605",13,4,0,0,3,5,4,3,5,3
"7143","20904143606",18,0,3,4,3,3,5,7,9,9
"7144","20904143607",16,11,12,8,7,15,4,12,7,11
"7145","20904143608",3,13,7,4,6,0,4,8,4,4
"7146","20904143609",24,9,10,8,6,12,10,7,10,6
"7147","20904143610",0,0,0,0,0,0,0,0,0,0
"7148","20904143611",25,9,4,9,10,7,11,6,3,16
"7149","20904143612",9,0,0,0,0,0,0,3,0,0
"7150","20904143613",3,3,6,4,3,9,4,8,3,7
"7151","20904143614",34,11,13,12,13,13,3,13,14,15
"7152","20904143615",22,4,5,7,8,0,6,3,5,0
"7153","20904143616",4,6,0,0,0,0,3,0,6,6
"7154","20904143617",5,0,0,0,0,3,3,5,4,9
"7155","20904143618",7,0,6,3,0,0,3,0,0,0
"7156","20904143619",11,3,5,0,3,4,0,5,6,4
"7157","20904143620",7,6,7,4,0,5,6,5,6,5
"7158","20904143621",12,0,4,0,6,5,4,6,3,5
"7159","20904143622",9,7,5,0,3,0,4,13,0,4
"7160","20904143623",20,0,8,4,9,12,12,4,11,14
"7161","20904143624",5,8,0,0,0,6,6,4,4,3
"7162","20904143625",15,11,3,3,0,9,0,9,0,3
"7163","20904143626",7,12,4,0,0,0,3,7,0,3
"7164","20904143627",21,4,10,4,6,8,9,12,5,10
"7165","20904143628",13,6,7,3,9,3,3,3,6,5
"7166","20904143629",0,0,0,0,0,0,0,0,0,0
"7167","20904143630",21,9,11,6,8,10,4,4,6,4
"7168","20904143631",0,0,0,0,0,0,0,0,0,0
"7169","20904143632",0,0,0,0,0,0,0,0,0,0
"7170","20904143633",6,0,0,4,5,0,3,3,3,4
"7171","20904143634",19,6,4,3,0,4,7,7,9,4
"7172","20904143635",6,6,7,5,0,0,0,4,0,4
"7173","20904143706",22,10,6,4,7,7,10,8,10,8
"7174","20904143708",18,12,6,0,14,8,3,13,9,16
"7175","20904143709",4,4,7,4,5,0,8,5,7,3
"7176","20904143710",15,3,6,0,0,3,4,9,11,11
"7177","20904143711",4,0,0,3,0,3,0,3,3,0
"7178","20904143712",13,12,8,10,9,8,12,15,17,18
"7179","20904143713",7,3,5,0,4,5,5,10,7,5
"7180","20904143714",26,8,12,4,16,14,17,16,11,5
"7181","20904143715",3,0,4,14,6,8,9,7,12,15
"7182","20904143716",7,0,4,3,5,5,12,9,13,14
"7183","20904143717",10,5,10,7,4,8,12,4,14,10
"7184","20904143718",16,3,3,0,9,4,11,8,11,12
"7185","20904143719",11,4,0,7,16,3,10,12,15,3
"7186","20904143720",5,5,0,0,4,3,4,12,10,3
"7187","20904143721",10,4,7,0,10,7,0,6,8,6
"7188","20904143722",21,12,6,9,5,6,13,8,18,8
"7189","20904143723",6,3,11,0,5,4,5,5,3,11
"7190","20904143724",4,0,4,0,0,0,0,0,0,0
"7191","20904143725",25,8,0,0,10,11,9,11,9,18
"7192","20904143726",8,0,9,11,4,8,11,8,18,7
"7193","20904143727",12,9,7,4,5,14,8,10,10,12
"7194","20904143728",5,8,3,4,4,7,3,4,10,4
"7195","20904143729",7,12,8,6,8,6,5,7,10,4
"7196","20904143730",24,4,5,5,10,13,8,9,13,8
"7197","20904143731",6,0,3,7,9,4,15,6,16,17
"7198","20904143732",11,0,9,3,6,5,8,6,7,9
"7199","20904143733",19,4,12,5,9,6,12,6,10,6
"7200","20904143734",18,7,7,0,8,14,8,11,4,18
"7201","20904143735",14,0,3,0,6,7,5,11,12,10
"7202","20904143736",7,0,0,0,0,5,0,6,0,0
"7203","20904143737",17,7,13,3,8,5,7,7,5,14
"7204","20904143738",6,9,0,4,3,4,0,0,7,4
"7205","20904143739",11,3,11,7,5,12,10,15,12,31
"7206","20904143740",0,0,3,0,6,0,5,6,10,3
"7207","20904143741",8,3,8,0,6,4,0,6,5,3
"7208","20904143742",12,10,3,3,4,12,3,13,17,17
"7209","20904143743",9,6,3,0,3,7,6,10,0,6
"7210","20904143744",14,0,7,8,9,11,11,12,15,14
"7211","20904143745",5,0,4,3,7,4,13,9,17,20
"7212","20904143746",9,6,0,0,4,7,3,6,9,4
"7213","20904143747",18,13,0,0,3,3,10,3,4,6
"7214","20904143748",3,4,0,0,4,4,3,4,0,8
"7215","20904143749",19,4,7,8,4,11,8,11,9,13
"7216","20904143750",7,3,0,0,6,5,4,6,6,3
"7217","20904143751",0,0,0,0,0,0,0,0,0,0
"7218","20904143752",3,0,0,3,4,10,6,3,4,8
"7219","20904143753",11,0,6,5,3,10,12,13,10,17
"7220","20904152701",8,5,0,9,5,5,14,5,10,9
"7221","20904152702",11,8,9,8,12,13,16,16,14,13
"7222","20904152703",10,3,7,4,9,10,3,9,9,4
"7223","20904152704",0,4,8,0,7,9,3,4,4,13
"7224","20904152705",13,7,8,4,16,8,8,0,7,17
"7225","20904152706",6,6,10,5,12,8,10,7,7,3
"7226","20904152707",0,3,9,9,14,3,9,6,15,11
"7227","20904152708",12,16,5,9,9,7,9,13,15,11
"7228","20904152709",3,4,6,0,6,7,7,0,5,9
"7229","20904152710",0,0,3,4,10,3,7,9,8,10
"7230","20904152711",21,10,16,15,11,19,20,22,12,21
"7231","20904152712",3,0,12,8,14,13,16,5,14,24
"7232","20904152713",14,4,3,6,8,4,9,4,16,7
"7233","20904152714",19,11,12,6,9,14,14,21,14,14
"7234","20904152715",4,8,3,3,4,10,9,5,15,9
"7235","20904152716",17,3,7,3,3,14,8,5,10,5
"7236","20904152717",0,0,0,0,0,0,0,0,0,0
"7237","20904152718",5,3,0,9,4,6,4,8,11,12
"7238","20904152719",0,0,5,9,7,3,3,3,15,8
"7239","20904152720",13,6,3,6,11,6,10,6,5,0
"7240","20904152721",18,9,3,5,13,8,13,16,9,9
"7241","20904152722",8,5,7,6,8,6,7,9,3,9
"7242","20904152723",20,4,4,8,6,13,10,11,8,7
"7243","20904152724",5,9,0,3,0,4,3,11,6,5
"7244","20904152725",0,0,3,3,3,7,3,4,12,5
"7245","20904152726",14,14,14,12,14,11,12,8,11,8
"7246","20904152727",4,0,0,8,6,8,7,0,8,3
"7247","20904152728",17,9,8,17,6,5,10,11,8,8
"7248","20904152729",39,14,17,18,16,17,7,17,13,13
"7249","20904152730",10,0,3,4,7,3,3,7,5,0
"7250","20904152731",3,14,8,8,7,5,11,6,6,5
"7251","20904152732",14,12,4,10,5,9,12,6,5,7
"7252","20904152733",15,0,10,3,4,5,6,7,10,11
"7253","20904152734",7,8,12,0,4,7,9,7,14,7
"7254","20904152735",9,0,0,6,0,0,0,3,6,4
"7255","20904152736",12,0,7,3,15,17,9,12,10,6
"7256","20904152737",23,7,3,14,7,5,9,4,6,14
"7257","20904152801",5,0,5,12,3,9,9,12,10,10
"7258","20904152802",12,4,0,3,4,4,10,13,6,8
"7259","20904152803",4,4,7,0,4,3,8,0,3,7
"7260","20904152804",11,0,3,4,9,10,6,7,12,13
"7261","20904152805",7,0,4,5,3,3,3,13,4,5
"7262","20904152806",0,0,5,0,4,0,4,0,0,0
"7263","20904152807",14,9,20,4,12,9,10,7,6,8
"7264","20904152808",23,3,0,0,8,9,14,12,7,14
"7265","20904152809",16,0,0,8,11,7,9,11,7,14
"7266","20904152810",10,6,3,12,5,3,0,7,3,18
"7267","20904152811",22,6,16,7,12,0,4,10,6,18
